Date,Open,High,Low,Close,Volume,CCI
2.28.2024,23.899999999999999,23.899999999999999,22.049999000000000,22.170000000000002,5372200,
2.29.2024,22.520000000000000,22.690000999999999,21.059999000000001,21.540001000000000,3467800,
3.1.2024,21.600000000000001,22.9950010000000,21.43000000000000,22.469999000000001,2290200,
3.4.2024,22.940000999999999,22.940000999999999,21.309999000000001,21.540001000000000,2353500,
3.5.2024,21.299999000000000,21.5049990000000,20.489999999999998,20.780000999999999,1955100,
3.6.2024,21.110001000000000,21.850000000000001,20.579999999999998,21.799999000000000,1664100,
3.7.2024,21.920000000000002,22.75,21.860001000000000,22.520000000000000,1472100,
3.8.2024,22.579999999999998,23.829999999999998,22.18000000000000,22.219999000000001,3033700,
3.11.2024,22.059999000000001,22.14900000000000,20.395000000000000,20.459999000000000,2527600,
3.12.2024,20.632000000000001,20.809999000000001,20.1200010000000,20.670000000000002,1666700,
3.13.2024,20.520000000000000,20.799999000000000,19.850000000000001,20.299999000000000,2171000,
3.14.2024,20.040001000000000,20.219999000000001,19.114999999999998,19.360001000000000,1957600,
3.15.2024,19.030000999999999,19.385000000000002,18.985001000000000,19.030000999999999,3149800,
3.18.2024,19.489999999999998,19.91000000000000,19.014999000000000,19.850000000000001,2252800,
3.19.2024,19.860001000000000,20.09000000000000,19.59000000000000,19.850000000000001,1784700,
3.20.2024,19.809999000000001,20.725000000000001,19.540001000000000,20.68000000000000,1886600,
3.21.2024,21.200001000000000,22.559999000000001,21.190000999999999,21.6200010000000,2541600,
3.22.2024,21.799999000000000,22.25,21.270000000000000,21.989999999999998,1289600,
3.25.2024,21.730000000000000,22.57000000000000,21.730000000000000,22.309999000000001,1360200,
3.26.2024,22.5,22.790001000000000,21.514999000000000,21.66000000000000,1403500,53.26266200000000
3.27.2024,21.93000000000000,22.045000000000002,21.040001000000000,21.200001000000000,1332700,20.36674800000000
3.28.2024,21.230000000000000,21.549999000000000,20.940000999999999,21.190000999999999,1853200,7.795948000000000
4.1.2024,21.190000999999999,21.600000000000001,20.731000999999999,21.260000000000002,1369700,10.276216000000000
4.2.2024,20.639999000000000,22.190000999999999,20.309999000000001,22.049999000000000,1702600,38.181747999999999
4.3.2024,21.57000000000000,22.709999000000000,21.459999000000000,22.440000999999999,1490600,84.79199400000000
4.4.2024,22.68000000000000,22.700001000000000,21.579999999999998,21.639999000000000,1574500,63.09645100000000
4.5.2024,21.829999999999998,21.91000000000000,21.170000000000002,21.360001000000000,2235200,30.40936700000000
4.8.2024,21.389999000000000,21.8700010000000,21.125,21.799999000000000,1160700,46.788376000000000
4.9.2024,21.989999999999998,22.25,21.260000000000002,21.34000000000000,1012600,44.746847000000002
4.10.2024,20.8799990000000,21.549999000000000,20.760000000000002,21.200001000000000,986000,5.984575000000000
4.11.2024,21.16000000000000,23.040001000000000,20.75,23.020000000000000,2725200,94.51351699999999
4.12.2024,22.6299990000000,22.80900000000000,21.399999999999999,21.440000999999999,1408000,56.5585880000000
4.15.2024,21.799999000000000,21.959999000000000,19.41000000000000,19.440000999999999,2749000,-122.70359000000001
4.16.2024,19.25,19.719999000000001,19.1200010000000,19.3799990000000,2030300,-213.6694220000000
4.17.2024,19.459999000000000,19.63800000000000,18.41000000000000,18.59000000000000,1992000,-241.26358300000001
4.18.2024,18.530000999999999,18.649999999999999,17.885000000000002,17.989999999999998,2171900,-248.33726400000000
4.19.2024,17.8700010000000,17.969999000000001,16.82000000000000,16.920000000000002,2110900,-228.3612870000000
4.22.2024,17.100000000000001,17.440000999999999,16.969999000000001,17.32000000000000,2443800,-175.96803900000000
4.23.2024,17.480000000000000,17.84000000000000,17.280000999999999,17.59000000000000,1019500,-132.41419200000001
4.24.2024,18.0,18.420000000000002,17.469999000000001,17.780000999999999,1180600,-102.03532300000001
4.25.2024,17.639999000000000,18.190000999999999,17.420000000000002,18.170000000000002,2242600,-87.87806700000000
4.26.2024,18.860001000000000,18.899999999999999,18.440000999999999,18.559999000000001,1475200,-53.54763800000000
4.29.2024,18.610001000000000,18.725000000000001,18.170000000000002,18.459999000000000,960800,-54.69436500000000
4.30.2024,18.290001000000000,18.700001000000000,17.780000999999999,17.8700010000000,1788200,-61.474488000000001
5.1.2024,17.600000000000001,17.934999000000001,17.139999000000000,17.25,1396600,-81.27722500000000
5.2.2024,17.559999000000001,17.559999000000001,16.920000000000002,17.299999000000000,1699200,-82.4968900000000
5.3.2024,17.730000000000000,17.82000000000000,17.16000000000000,17.18000000000000,2143600,-72.3328930000000
5.6.2024,17.350000000000001,17.5,17.209999000000000,17.25,1501000,-71.62458599999999
5.7.2024,17.139999000000000,17.41000000000000,16.91000000000000,17.209999000000000,2622100,-75.64649199999999
5.8.2024,17.030000999999999,17.3700010000000,16.980000000000000,17.309999000000001,1746100,-70.27551699999999
5.9.2024,17.299999000000000,17.739999999999998,17.18000000000000,17.34000000000000,2041200,-55.70251800000000
5.10.2024,17.420000000000002,17.719999000000001,17.170000000000002,17.68000000000000,1825100,-41.82073600000000
5.13.2024,17.68000000000000,17.850000000000001,17.290001000000000,17.760000000000002,1789900,-21.142810000000001
5.14.2024,17.760000000000002,17.920000000000002,17.520000000000000,17.84000000000000,1047000,7.557438000000000
5.15.2024,18.0,18.980000000000000,17.730000000000000,18.91000000000000,1298000,143.3728990000000
5.16.2024,18.84000000000000,19.450001000000000,18.719999000000001,19.100000000000001,1844400,200.93908999999999
5.17.2024,19.290001000000000,19.41000000000000,18.8799990000000,18.889999000000000,1262700,162.18292900000000
5.20.2024,18.950001000000000,19.260000000000002,18.738001000000001,19.09000000000000,1090000,134.95251099999999
5.21.2024,18.719999000000001,19.43000000000000,18.540001000000000,19.25,828900,119.25856200000000
5.22.2024,19.450001000000000,19.639999000000000,19.049999000000000,19.480000000000000,1133500,130.48460399999999
5.23.2024,20.010000000000002,20.200001000000000,18.980000000000000,19.100000000000001,1483200,115.76589000000000
5.24.2024,19.309999000000001,20.149999999999999,19.1299990000000,19.969999000000001,2364800,129.2039790000000
5.28.2024,20.450001000000000,20.760000000000002,19.719999000000001,20.730000000000000,2914800,154.80930300000000
5.29.2024,20.239999999999998,20.885000000000002,20.084999000000000,20.219999000000001,4368200,131.99116900000001
5.30.2024,21.399999999999999,25.8799990000000,21.399999999999999,25.690000999999999,10833900,300.329252000000
5.31.2024,25.309999000000001,26.200001000000000,24.82000000000000,26.07000000000000,5136300,287.29029100000002
6.3.2024,26.139999000000000,26.299999000000000,24.329999999999998,25.190000999999999,3521800,206.54553600000000
6.4.2024,25.0,25.0,23.940000999999999,24.68000000000000,2003900,146.04119600000001
6.5.2024,25.190000999999999,26.549999000000000,24.809999000000001,26.5,3144000,155.20392500000000
6.6.2024,26.579999999999998,26.579999999999998,25.649999999999999,25.84000000000000,1440700,128.98419000000001
6.7.2024,26.280000999999999,28.0,26.100000000000001,27.149999999999999,2930000,129.39770500000000
6.10.2024,27.829999999999998,29.885000000000002,27.489999999999998,28.57000000000000,3846500,138.48724899999999
6.11.2024,28.079999999999998,28.510000000000002,27.610001000000000,28.5,1886100,113.19034000000001
6.12.2024,29.0,29.600000000000001,28.829999999999998,29.079999999999998,1860400,117.13217600000000
6.13.2024,29.020000000000000,29.530000999999999,28.674999000000000,28.940000999999999,1408300,104.01330299999999
6.14.2024,28.5,29.739999999999998,28.3700010000000,28.8799990000000,1364700,94.93159400000000
6.17.2024,28.950001000000000,29.065000999999999,28.200001000000000,28.579999999999998,1518000,82.03882200000000
6.18.2024,28.6299990000000,29.75,28.3799990000000,29.209999000000000,1443800,85.66378300000000
6.20.2024,29.200001000000000,29.559999000000001,27.730000000000000,28.3700010000000,1769800,69.53041399999999
6.21.2024,28.139999000000000,28.139999000000000,27.020000000000000,27.489999999999998,3524800,42.41639200000000
6.24.2024,27.0,27.780000999999999,27.0,27.290001000000000,1558600,31.475435999999998
6.25.2024,29.170000000000002,30.0,28.481000999999999,29.57000000000000,1976400,83.21912399999999
6.26.2024,29.239999999999998,29.84000000000000,28.790001000000000,29.709999000000000,1537600,84.19707099999999
6.27.2024,29.889999000000000,31.299999000000000,29.709999000000000,31.290001000000000,3059200,133.61608799999999
6.28.2024,31.469999000000001,32.77800000000000,31.450001000000000,31.940000999999999,4227400,175.84689200000000
7.1.2024,31.239999999999998,31.34000000000000,30.139999000000000,31.219999000000001,1849500,116.64423800000000
7.2.2024,31.110001000000000,31.91000000000000,30.760000000000002,31.350000000000001,1942700,130.24182200000001
7.3.2024,31.350000000000001,32.029998999999997,31.010000000000002,31.579999999999998,715500,132.16797000000000
7.5.2024,31.549999000000000,32.16999800000000,31.360001000000000,31.6299990000000,973900,126.14389500000000
7.8.2024,31.850000000000001,32.369999000000000,31.450001000000000,31.799999000000000,1259000,116.24074100000000
7.9.2024,31.82000000000000,32.32000000000000,31.41000000000000,31.440000999999999,1391700,94.83498899999999
7.10.2024,31.329999999999998,31.66200100000000,30.82000000000000,31.209999000000000,1061800,62.940967000000001
7.11.2024,31.5,31.610001000000000,30.05500000000000,30.66000000000000,1764600,35.858691000000000
7.12.2024,30.989999999999998,31.57000000000000,30.610001000000000,30.8700010000000,1221200,43.489029000000002
7.15.2024,31.25,33.869999000000000,31.110001000000000,33.09000000000000,3571700,115.11557400000000
7.16.2024,33.13999900000000,33.959999000000003,32.2400020000000,33.83000200000000,3184600,134.54438099999999
7.17.2024,32.619999000000000,33.380001000000000,30.100000000000001,30.450001000000000,4833800,32.85771400000000
7.18.2024,30.959999000000000,31.084999000000000,28.540001000000000,29.57000000000000,2386800,-53.25427600000000
7.19.2024,29.690000999999999,29.690000999999999,28.899999999999999,29.5,1088400,-79.07207000000000
7.22.2024,29.989999999999998,30.299999000000000,28.969999000000001,29.520000000000000,1465900,-80.25700500000001
7.23.2024,29.309999000000001,30.920000000000002,29.100000000000001,30.57000000000000,1683500,-60.33721500000000
7.24.2024,30.07000000000000,30.209999000000000,29.040001000000000,29.350000000000001,2045700,-112.21472100000000
7.25.2024,29.1299990000000,29.3799990000000,27.6200010000000,28.510000000000002,2007700,-176.56180000000001
7.26.2024,28.799999000000000,29.274999999999999,28.34000000000000,28.579999999999998,1146400,-135.85077000000001
7.29.2024,28.959999000000000,29.299999000000000,27.290001000000000,27.3799990000000,1622700,-153.22729699999999
7.30.2024,27.450001000000000,27.489999999999998,25.639999000000000,25.959999000000000,2601100,-195.7161440000000
7.31.2024,27.239999999999998,28.1200010000000,26.549999000000000,27.75,2266800,-123.83065100000000
8.1.2024,27.139999000000000,27.739999999999998,26.389999000000000,26.559999000000001,2008200,-130.6782290000000
8.2.2024,25.18000000000000,26.329999999999998,24.489999999999998,25.329999999999998,2209400,-168.4673030000000
8.5.2024,22.5,25.57000000000000,22.5,24.600000000000001,1769100,-179.53450900000001
8.6.2024,24.899999999999999,25.489999999999998,23.860001000000000,25.100000000000001,1108400,-136.39282100000000
8.7.2024,25.940000999999999,26.230000000000000,24.774999999999999,24.850000000000001,1185700,-107.10084200000000
8.8.2024,25.6200010000000,27.18000000000000,25.049999000000000,26.8700010000000,1358400,-65.32005100000001
8.9.2024,26.6299990000000,27.68000000000000,26.579999999999998,27.469999000000001,1192400,-32.838253000000002
8.12.2024,27.399999999999999,28.170000000000002,27.170000000000002,27.600000000000001,1159100,-12.861290000000000
8.13.2024,27.91000000000000,29.0049990000000,27.600000000000001,28.670000000000002,1427700,28.237765000000000
8.14.2024,28.889999000000000,29.100000000000001,28.048999999999999,28.730000000000000,1015300,46.19162300000000
8.15.2024,29.5,30.3799990000000,29.110001000000000,30.34000000000000,1795400,105.45497000000000
8.16.2024,30.110001000000000,30.700001000000000,29.899999999999999,30.420000000000002,1189900,117.51984700000000
8.19.2024,30.3700010000000,31.790001000000000,29.841999000000001,31.790001000000000,1585600,142.2006620000000
8.20.2024,31.610001000000000,32.290000999999997,31.5,32.0,2221700,162.83119600000001
8.21.2024,32.0,36.11000100000000,31.84000000000000,36.08000200000000,3730600,225.8231930000000
8.22.2024,36.16000000000000,36.21799900000000,34.95100000000000,35.220001000000003,1868300,201.00432900000001
8.23.2024,35.709999000000003,36.80500000000000,35.48000000000000,36.45000100000000,3228300,176.87406600000000
8.26.2024,36.5,36.5,33.93000000000000,35.209999000000003,2816900,127.69821200000000
8.27.2024,34.779998999999997,35.599997999999999,33.75,35.380001000000000,1587200,105.89791600000000
8.28.2024,34.959999000000003,35.220001000000003,33.18000000000000,34.099997999999999,1911000,81.39255100000000
8.29.2024,34.0,35.95000100000000,33.880001000000000,35.20000100000000,1973600,87.26202499999999
8.30.2024,35.20000100000000,35.849997999999999,34.66999800000000,34.91000000000000,2374500,80.81977300000000
9.3.2024,34.41000000000000,34.41000000000000,31.3799990000000,31.6299990000000,3320000,24.87515300000000
9.4.2024,31.480000000000000,32.060001000000000,30.600000000000001,31.299999000000000,3960700,-5.850396000000000
9.5.2024,27.329999999999998,28.209999000000000,24.940000999999999,26.649999999999999,10574800,-116.80503400000001
9.6.2024,27.5,27.5,24.079999999999998,24.3799990000000,7003800,-142.64054899999999
9.9.2024,24.790001000000000,25.34000000000000,24.239999999999998,24.260000000000002,3018800,-149.03574000000000
9.10.2024,24.530000999999999,25.329999999999998,24.46500000000000,24.899999999999999,3460000,-133.83642599999999
9.11.2024,25.110001000000000,27.549999000000000,25.040001000000000,26.649999999999999,3691300,-96.84142700000000
9.12.2024,26.549999000000000,28.34000000000000,26.309999000000001,27.770000000000000,2837900,-72.9375620000000
